latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.493847,-0.1630249,23.0,3600,Europe/London,BST

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
2011-11-01,51,15.0,8.9,13.1,13.2,7.1,11.3,2011-11-01T07:53,2011-11-01T17:34,34876.89,23635.93,0.90,0.90,5.0,18.8,205
2011-11-02,51,14.2,8.4,11.4,12.1,6.0,8.6,2011-11-02T07:55,2011-11-02T17:33,34662.17,24176.65,1.60,1.60,5.0,23.4,142
2011-11-03,53,15.6,12.9,14.6,13.7,11.9,12.8,2011-11-03T07:57,2011-11-03T17:31,34448.32,899.05,4.10,4.10,15.0,25.8,163
2011-11-04,61,14.9,11.1,12.7,12.8,10.2,11.4,2011-11-04T07:59,2011-11-04T17:29,34235.54,10425.34,12.80,12.80,16.0,19.6,177
2011-11-05,51,13.9,8.6,11.4,12.0,7.5,9.7,2011-11-05T08:00,2011-11-05T17:27,34024.06,6934.98,0.40,0.40,4.0,19.0,355
2011-11-06,3,11.2,7.9,9.9,7.9,4.1,6.1,2011-11-06T08:02,2011-11-06T17:26,33814.12,11457.71,0.00,0.00,0.0,23.6,1
2011-11-07,3,12.9,9.7,11.2,9.5,5.8,8.0,2011-11-07T08:04,2011-11-07T17:24,33605.95,0.00,0.00,0.00,0.0,22.1,28
2011-11-08,51,11.8,9.9,10.8,9.7,8.1,8.9,2011-11-08T08:06,2011-11-08T17:22,33399.78,0.00,0.10,0.10,1.0,12.6,97
2011-11-09,3,14.5,9.8,11.4,11.9,7.9,9.4,2011-11-09T08:07,2011-11-09T17:21,33195.87,25653.29,0.00,0.00,0.0,19.9,153
2011-11-10,53,14.1,8.6,10.9,13.0,7.0,9.3,2011-11-10T08:09,2011-11-10T17:19,32994.46,13305.33,0.90,0.90,2.0,13.8,115
2011-11-11,3,12.6,8.6,10.4,10.4,6.3,8.1,2011-11-11T08:11,2011-11-11T17:17,32795.84,191.26,0.00,0.00,0.0,19.5,124
2011-11-12,51,15.9,11.3,13.2,15.5,9.3,12.2,2011-11-12T08:13,2011-11-12T17:16,32600.26,14279.88,0.30,0.30,2.0,16.8,136
2011-11-13,3,14.6,9.3,11.2,12.6,7.0,9.1,2011-11-13T08:14,2011-11-13T17:14,32407.99,26025.54,0.00,0.00,0.0,16.7,93
2011-11-14,3,11.8,8.7,9.8,10.0,6.4,7.6,2011-11-14T08:16,2011-11-14T17:13,32219.33,1166.46,0.00,0.00,0.0,15.6,89
2011-11-15,3,10.2,6.8,8.7,7.1,3.9,5.9,2011-11-15T08:18,2011-11-15T17:12,32034.55,17073.68,0.00,0.00,0.0,16.2,81
2011-11-16,3,9.7,6.3,7.7,7.5,3.8,5.2,2011-11-16T08:19,2011-11-16T17:10,31853.96,26352.93,0.00,0.00,0.0,13.5,114
2011-11-17,3,13.4,8.6,10.4,11.9,5.7,8.5,2011-11-17T08:21,2011-11-17T17:09,31677.57,27012.97,0.00,0.00,0.0,16.9,191
2011-11-18,2,13.5,8.6,10.6,10.7,6.0,7.9,2011-11-18T08:23,2011-11-18T17:08,31503.51,26611.43,0.00,0.00,0.0,21.0,178
2011-11-19,3,12.2,5.8,8.5,10.8,3.6,6.2,2011-11-19T08:24,2011-11-19T17:06,31331.59,26619.14,0.00,0.00,0.0,13.9,130
2011-11-20,3,10.6,3.8,6.7,9.0,1.3,4.6,2011-11-20T08:26,2011-11-20T17:05,31162.03,16005.89,0.00,0.00,0.0,11.2,129
2011-11-21,3,10.2,4.7,7.7,8.0,2.2,5.4,2011-11-21T08:28,2011-11-21T17:04,30995.05,129.62,0.00,0.00,0.0,14.4,115
2011-11-22,51,12.9,8.8,10.3,12.8,7.5,9.2,2011-11-22T08:29,2011-11-22T17:03,30830.88,0.00,0.40,0.40,3.0,11.8,23
2011-11-23,3,10.2,2.9,7.4,7.5,0.1,4.9,2011-11-23T08:31,2011-11-23T17:02,30669.77,20276.44,0.00,0.00,0.0,13.9,238
2011-11-24,3,12.1,7.7,9.6,9.2,5.0,6.5,2011-11-24T08:33,2011-11-24T17:01,30511.93,8172.79,0.00,0.00,0.0,24.5,210
2011-11-25,3,12.6,6.4,10.5,9.5,3.3,6.7,2011-11-25T08:34,2011-11-25T17:00,30357.63,24357.22,0.00,0.00,0.0,27.6,243
2011-11-26,2,11.9,6.2,8.9,6.9,2.8,4.8,2011-11-26T08:36,2011-11-26T16:59,30207.11,21413.77,0.00,0.00,0.0,32.4,234
2011-11-27,3,13.1,3.0,9.8,8.6,-0.1,5.5,2011-11-27T08:37,2011-11-27T16:58,30060.62,22510.20,0.00,0.00,0.0,32.2,252
2011-11-28,3,11.7,0.1,5.8,8.6,-3.1,2.7,2011-11-28T08:39,2011-11-28T16:57,29918.42,16263.54,0.00,0.00,0.0,21.6,195
2011-11-29,61,13.1,6.1,11.0,9.3,1.4,6.6,2011-11-29T08:40,2011-11-29T16:57,29780.77,7367.76,2.30,2.30,3.0,36.6,210
2011-11-30,3,11.2,5.6,8.1,7.5,0.9,3.8,2011-11-30T08:42,2011-11-30T16:56,29647.94,24027.56,0.00,0.00,0.0,27.0,210
2011-12-01,55,10.9,6.4,9.2,7.5,3.6,5.9,2011-12-01T08:43,2011-12-01T16:55,29520.20,8147.81,5.20,5.20,10.0,34.9,217
2011-12-02,53,6.9,1.7,5.1,4.2,-1.5,1.8,2011-12-02T08:45,2011-12-02T16:54,29397.82,15261.53,0.90,0.90,3.0,25.2,244
2011-12-03,53,10.4,6.8,9.0,6.7,2.2,4.8,2011-12-03T08:46,2011-12-03T16:54,29281.07,18140.74,1.60,1.60,6.0,30.4,246
2011-12-04,51,8.6,3.8,7.0,4.4,-0.8,2.9,2011-12-04T08:47,2011-12-04T16:53,29170.23,198.88,0.90,0.90,5.0,20.5,259
2011-12-05,2,6.3,1.9,3.6,0.9,-3.4,-1.5,2011-12-05T08:48,2011-12-05T16:53,29065.58,23400.90,0.00,0.00,0.0,24.1,263
2011-12-06,3,6.3,2.0,4.0,1.8,-2.9,-0.7,2011-12-06T08:50,2011-12-06T16:52,28967.40,16641.27,0.00,0.00,0.0,20.4,254
2011-12-07,51,7.8,4.2,6.2,1.8,-0.8,0.5,2011-12-07T08:51,2011-12-07T16:52,28875.76,23479.32,0.10,0.10,1.0,32.7,266
2011-12-08,53,12.0,2.8,7.9,5.9,-1.5,2.8,2011-12-08T08:52,2011-12-08T16:52,28789.60,1280.06,1.40,1.40,4.0,39.6,231
2011-12-09,1,6.9,1.8,4.6,1.7,-2.5,-0.6,2011-12-09T08:53,2011-12-09T16:52,28708.74,23253.98,0.00,0.00,0.0,26.6,260
2011-12-10,1,5.2,-1.1,1.4,1.3,-5.2,-2.6,2011-12-10T08:54,2011-12-10T16:51,28633.31,23067.75,0.00,0.00,0.0,13.3,250
2011-12-11,61,8.1,1.3,5.6,5.0,-2.6,1.7,2011-12-11T08:55,2011-12-11T16:51,28563.41,0.00,7.80,7.80,12.0,23.2,203
2011-12-12,61,8.0,1.9,5.5,4.3,-2.8,0.8,2011-12-12T08:56,2011-12-12T16:51,28499.12,22778.97,4.40,4.40,5.0,42.0,223
2011-12-13,63,11.5,4.6,7.4,6.7,-1.4,1.5,2011-12-13T08:57,2011-12-13T16:51,28440.57,22681.58,7.80,7.80,8.0,43.2,230
2011-12-14,3,6.1,3.9,4.8,0.9,-1.2,-0.2,2011-12-14T08:58,2011-12-14T16:51,28387.84,20738.13,0.00,0.00,0.0,25.8,229
2011-12-15,53,7.2,3.0,4.9,1.9,-2.0,-0.2,2011-12-15T08:59,2011-12-15T16:51,28341.02,20915.71,0.90,0.90,2.0,33.0,237
2011-12-16,73,4.8,1.1,2.7,0.6,-3.8,-2.2,2011-12-16T09:00,2011-12-16T16:51,28300.19,11617.15,8.60,7.50,13.0,23.6,327
2011-12-17,3,4.3,-1.0,1.5,-0.4,-5.5,-3.1,2011-12-17T09:01,2011-12-17T16:52,28265.46,22374.34,0.00,0.00,0.0,20.9,294
2011-12-18,51,4.2,-2.1,0.6,-0.6,-6.3,-4.0,2011-12-18T09:01,2011-12-18T16:52,28236.89,22215.37,0.10,0.10,1.0,19.8,301
2011-12-19,61,6.9,-3.4,1.8,3.3,-7.3,-2.0,2011-12-19T09:02,2011-12-19T16:52,28214.56,0.00,5.00,5.00,8.0,18.8,243
2011-12-20,51,6.6,4.4,5.5,2.4,-0.0,1.5,2011-12-20T09:03,2011-12-20T16:53,28198.56,13001.40,0.60,0.60,2.0,20.9,289
2011-12-21,55,11.1,4.8,8.6,8.8,1.6,5.9,2011-12-21T09:03,2011-12-21T16:53,28188.94,0.00,2.70,2.70,5.0,17.4,272
2011-12-22,3,10.1,7.6,8.5,7.6,4.3,5.5,2011-12-22T09:04,2011-12-22T16:54,28185.77,2670.57,0.00,0.00,0.0,19.4,267
2011-12-23,61,11.1,4.0,8.6,6.8,-1.6,4.4,2011-12-23T09:04,2011-12-23T16:54,28189.11,10528.83,5.90,5.90,5.0,32.6,243
2011-12-24,53,7.2,2.5,4.9,2.8,-2.2,0.2,2011-12-24T09:05,2011-12-24T16:55,28199.01,11059.41,0.70,0.70,1.0,27.0,264
2011-12-25,3,10.9,7.2,9.5,7.2,2.6,5.6,2011-12-25T09:05,2011-12-25T16:55,28215.52,0.00,0.00,0.00,0.0,26.5,238
2011-12-26,3,11.6,8.7,10.4,8.4,4.7,7.0,2011-12-26T09:05,2011-12-26T16:56,28238.69,984.37,0.00,0.00,0.0,21.8,233
2011-12-27,3,9.8,6.1,8.4,7.0,2.6,5.3,2011-12-27T09:05,2011-12-27T16:57,28268.60,12583.09,0.00,0.00,0.0,18.7,215
2011-12-28,3,10.1,5.2,7.9,6.1,-0.6,3.2,2011-12-28T09:06,2011-12-28T16:57,28305.54,11305.65,0.00,0.00,0.0,27.7,239
2011-12-29,53,8.9,4.3,6.4,3.5,-1.2,0.7,2011-12-29T09:06,2011-12-29T16:58,28349.46,19356.38,2.20,2.20,7.0,32.2,267
2011-12-30,55,9.1,4.0,5.6,5.6,-1.1,1.5,2011-12-30T09:06,2011-12-30T16:59,28400.16,8799.12,3.20,3.20,10.0,25.8,270
2011-12-31,51,11.2,9.8,10.7,8.4,6.3,7.7,2011-12-31T09:06,2011-12-31T17:00,28457.49,0.00,0.40,0.40,1.0,23.2,252
2012-01-01,63,11.8,8.0,10.8,8.9,4.2,7.9,2012-01-01T09:06,2012-01-01T17:01,28521.28,607.16,11.50,11.50,11.0,22.8,227
2012-01-02,1,7.2,3.8,5.2,3.5,-0.7,0.8,2012-01-02T09:06,2012-01-02T17:02,28591.35,22796.65,0.00,0.00,0.0,22.2,239
2012-01-03,63,11.8,4.9,8.2,5.3,-0.7,2.0,2012-01-03T09:05,2012-01-03T17:03,28667.53,6429.75,8.70,8.70,8.0,46.2,233
2012-01-04,53,8.4,4.6,6.4,2.5,-1.7,0.4,2012-01-04T09:05,2012-01-04T17:04,28749.63,3760.06,2.20,2.20,4.0,40.3,258
2012-01-05,51,10.4,6.1,8.4,4.1,0.3,1.8,2012-01-05T09:05,2012-01-05T17:06,28837.48,22461.26,0.90,0.90,5.0,43.3,283
2012-01-06,3,8.1,2.8,5.6,4.1,-1.0,1.3,2012-01-06T09:05,2012-01-06T17:07,28930.89,21904.39,0.00,0.00,0.0,25.6,286
2012-01-07,51,10.0,6.2,8.3,6.0,1.9,4.2,2012-01-07T09:04,2012-01-07T17:08,29029.68,23190.28,0.30,0.30,2.0,24.0,278
2012-01-08,3,8.6,4.1,6.2,6.0,0.1,2.8,2012-01-08T09:04,2012-01-08T17:09,29133.67,16186.13,0.00,0.00,0.0,18.0,283
2012-01-09,3,10.9,7.2,9.0,7.9,4.0,6.1,2012-01-09T09:03,2012-01-09T17:11,29242.66,4786.63,0.00,0.00,0.0,22.0,265
2012-01-10,3,10.2,7.5,9.1,7.1,4.5,6.4,2012-01-10T09:03,2012-01-10T17:12,29356.49,11122.88,0.00,0.00,0.0,19.1,248
2012-01-11,3,10.3,7.1,8.5,7.7,4.0,5.6,2012-01-11T09:02,2012-01-11T17:14,29474.96,0.00,0.00,0.00,0.0,17.1,249
2012-01-12,3,11.4,4.2,8.2,7.7,1.0,4.3,2012-01-12T09:02,2012-01-12T17:15,29597.90,3326.18,0.00,0.00,0.0,24.7,270
2012-01-13,1,5.2,-1.0,2.1,2.1,-4.4,-1.3,2012-01-13T09:01,2012-01-13T17:16,29725.11,24487.59,0.00,0.00,0.0,11.4,343
2012-01-14,3,1.6,-2.4,-0.6,-1.2,-5.6,-3.7,2012-01-14T09:00,2012-01-14T17:18,29856.45,6526.11,0.00,0.00,0.0,9.7,73
2012-01-15,3,4.8,-1.5,1.0,0.5,-5.2,-3.1,2012-01-15T08:59,2012-01-15T17:19,29991.70,24841.23,0.00,0.00,0.0,16.2,103
2012-01-16,0,4.7,-2.0,0.4,1.0,-6.2,-3.5,2012-01-16T08:59,2012-01-16T17:21,30130.95,25080.69,0.00,0.00,0.0,13.5,101
2012-01-17,3,5.1,-3.0,0.5,2.3,-7.0,-3.0,2012-01-17T08:58,2012-01-17T17:22,30275.73,17133.45,0.00,0.00,0.0,10.7,174
2012-01-18,51,10.6,2.7,7.5,8.2,-1.2,4.3,2012-01-18T08:57,2012-01-18T17:24,30426.07,0.00,0.50,0.50,3.0,22.3,219
2012-01-19,53,11.1,6.1,9.2,7.3,0.7,5.4,2012-01-19T08:56,2012-01-19T17:26,30581.65,15377.08,3.10,3.10,8.0,29.0,261
2012-01-20,3,8.7,3.8,6.4,4.2,-1.7,1.5,2012-01-20T08:55,2012-01-20T17:27,30742.16,0.00,0.00,0.00,0.0,27.8,277
2012-01-21,3,10.8,7.1,9.2,5.9,1.6,4.4,2012-01-21T08:54,2012-01-21T17:29,30907.29,1149.24,0.00,0.00,0.0,29.7,272
2012-01-22,3,10.2,4.6,7.1,4.9,-1.0,2.0,2012-01-22T08:52,2012-01-22T17:31,31076.76,16163.02,0.00,0.00,0.0,29.0,278
2012-01-23,53,7.9,2.8,4.9,3.9,-1.1,1.0,2012-01-23T08:51,2012-01-23T17:32,31250.27,25552.58,0.80,0.80,3.0,17.8,282
2012-01-24,61,9.1,-1.0,4.4,7.1,-4.5,1.4,2012-01-24T08:50,2012-01-24T17:34,31427.52,0.00,7.00,7.00,7.0,17.0,246
2012-01-25,3,10.4,7.8,8.7,7.4,3.8,5.9,2012-01-25T08:49,2012-01-25T17:36,31608.25,8707.86,0.00,0.00,0.0,22.0,213
2012-01-26,55,8.7,3.5,7.1,4.3,-1.0,2.7,2012-01-26T08:47,2012-01-26T17:37,31792.17,22888.15,4.00,4.00,7.0,26.4,211
2012-01-27,51,7.5,1.6,3.8,3.9,-3.0,-0.2,2012-01-27T08:46,2012-01-27T17:39,31979.03,27282.17,0.70,0.70,3.0,18.4,239
2012-01-28,51,5.9,0.0,3.1,1.9,-3.5,-0.7,2012-01-28T08:45,2012-01-28T17:41,32168.55,6465.65,0.10,0.10,1.0,16.5,358
2012-01-29,3,5.2,1.4,2.7,1.9,-2.0,-0.6,2012-01-29T08:43,2012-01-29T17:43,32360.48,6934.37,0.00,0.00,0.0,10.5,44
2012-01-30,3,3.8,-2.0,1.2,0.0,-5.4,-2.2,2012-01-30T08:42,2012-01-30T17:45,32554.59,22113.22,0.00,0.00,0.0,10.9,39
2012-01-31,51,2.6,-3.5,-0.4,-1.3,-7.4,-4.6,2012-01-31T08:40,2012-01-31T17:46,32750.62,19036.94,0.30,0.30,2.0,17.6,46
2012-02-01,2,1.4,-1.4,-0.2,-4.6,-7.6,-6.1,2012-02-01T08:39,2012-02-01T17:48,32948.34,27140.32,0.00,0.00,0.0,24.6,49
2012-02-02,2,0.6,-2.8,-1.2,-5.7,-8.0,-7.1,2012-02-02T08:37,2012-02-02T17:50,33147.52,28244.65,0.00,0.00,0.0,22.7,45
2012-02-03,3,1.6,-4.9,-1.9,-3.0,-9.3,-6.3,2012-02-03T08:36,2012-02-03T17:52,33347.95,27083.89,0.00,0.00,0.0,12.8,357
2012-02-04,73,0.2,-3.4,-1.6,-4.2,-7.3,-6.1,2012-02-04T08:34,2012-02-04T17:54,33549.39,20275.57,2.30,0.00,4.0,22.7,166
2012-02-05,75,2.3,-0.3,0.4,-0.4,-6.1,-2.8,2012-02-05T08:33,2012-02-05T17:55,33751.95,10535.56,7.00,0.10,7.0,23.4,177
2012-02-06,53,3.5,0.6,1.5,1.0,-2.1,-1.0,2012-02-06T08:31,2012-02-06T17:57,33957.61,11.57,1.10,1.10,3.0,5.5,94
2012-02-07,3,1.1,-4.8,-0.8,-1.1,-10.2,-4.7,2012-02-07T08:29,2012-02-07T17:59,34166.53,15760.88,0.00,0.00,0.0,17.1,66
2012-02-08,3,0.9,-3.5,-0.8,-4.1,-8.7,-5.6,2012-02-08T08:28,2012-02-08T18:01,34378.43,3470.04,0.00,0.00,0.0,19.3,34
2012-02-09,73,0.4,-3.8,-1.3,-2.2,-7.7,-4.6,2012-02-09T08:26,2012-02-09T18:03,34593.06,3082.59,1.30,0.00,4.0,9.4,18
2012-02-10,73,-0.5,-2.8,-1.5,-4.5,-6.6,-5.5,2012-02-10T08:24,2012-02-10T18:04,34810.17,22843.10,0.60,0.00,2.0,13.7,111
2012-02-11,2,0.0,-5.3,-2.7,-3.6,-8.9,-6.4,2012-02-11T08:22,2012-02-11T18:06,35029.50,29700.91,0.00,0.00,0.0,10.0,31
2012-02-12,71,3.2,-4.8,-0.4,-0.5,-8.7,-4.1,2012-02-12T08:21,2012-02-12T18:08,35250.82,866.61,0.20,0.00,2.0,14.5,324
2012-02-13,51,6.2,-2.3,2.4,1.9,-5.9,-1.6,2012-02-13T08:19,2012-02-13T18:10,35473.90,3036.99,0.50,0.50,3.0,22.5,319
2012-02-14,3,8.2,3.0,5.2,3.6,-1.9,0.6,2012-02-14T08:17,2012-02-14T18:12,35698.50,22391.67,0.00,0.00,0.0,22.8,332
2012-02-15,3,10.1,5.2,7.0,5.6,0.3,2.4,2012-02-15T08:15,2012-02-15T18:14,35924.41,22052.43,0.00,0.00,0.0,29.3,320
2012-02-16,3,9.4,3.5,6.3,5.4,0.2,2.7,2012-02-16T08:13,2012-02-16T18:16,36151.40,24204.55,0.00,0.00,0.0,16.4,294
2012-02-17,3,10.5,6.2,8.1,8.1,3.0,5.3,2012-02-17T08:11,2012-02-17T18:17,36379.27,0.00,0.00,0.00,0.0,18.3,256
2012-02-18,53,10.0,2.7,7.4,4.7,-2.8,2.5,2012-02-18T08:09,2012-02-18T18:19,36607.82,10320.48,2.70,2.70,5.0,37.2,249
2012-02-19,3,5.9,-1.5,2.5,0.2,-5.4,-2.5,2012-02-19T08:07,2012-02-19T18:21,36836.84,32440.81,0.00,0.00,0.0,21.4,308
2012-02-20,3,6.8,-3.5,1.8,1.9,-7.4,-2.5,2012-02-20T08:05,2012-02-20T18:23,37066.13,23466.03,0.00,0.00,0.0,18.1,226
2012-02-21,3,10.6,2.8,6.6,6.3,-1.1,2.5,2012-02-21T08:03,2012-02-21T18:25,37295.51,25730.89,0.00,0.00,0.0,23.1,237
2012-02-22,51,9.6,5.6,7.4,5.8,1.1,2.7,2012-02-22T08:01,2012-02-22T18:26,37524.79,0.00,0.90,0.90,3.0,30.4,221
2012-02-23,3,13.5,9.6,11.3,11.0,6.4,8.7,2012-02-23T07:59,2012-02-23T18:28,37753.78,12182.89,0.00,0.00,0.0,21.1,262
2012-02-24,3,11.9,8.9,10.1,8.9,5.8,7.3,2012-02-24T07:57,2012-02-24T18:30,37982.30,1591.00,0.00,0.00,0.0,21.6,266
2012-02-25,3,9.8,3.0,6.9,7.5,0.1,4.1,2012-02-25T07:55,2012-02-25T18:32,38210.46,27879.86,0.00,0.00,0.0,13.0,316
2012-02-26,3,10.6,1.3,5.5,8.5,-2.2,2.8,2012-02-26T07:53,2012-02-26T18:34,38440.16,23573.71,0.00,0.00,0.0,13.6,283
2012-02-27,53,10.4,5.0,7.6,7.4,1.7,4.6,2012-02-27T07:51,2012-02-27T18:35,38671.61,0.00,1.50,1.50,4.0,16.6,248
2012-02-28,3,12.1,8.3,9.9,11.1,5.9,8.3,2012-02-28T07:49,2012-02-28T18:37,38904.64,0.00,0.00,0.00,0.0,13.0,259
2012-02-29,3,11.5,8.4,9.7,9.8,6.6,8.1,2012-02-29T07:46,2012-02-29T18:39,39139.05,0.00,0.00,0.00,0.0,9.9,219
2012-03-01,3,13.1,5.5,8.9,11.8,3.3,7.3,2012-03-01T07:44,2012-03-01T18:41,39374.68,30431.74,0.00,0.00,0.0,7.2,306
2012-03-02,3,10.5,3.6,6.5,8.3,1.3,4.1,2012-03-02T07:42,2012-03-02T18:42,39611.35,23253.34,0.00,0.00,0.0,11.3,74
2012-03-03,3,12.5,5.9,8.6,8.0,2.8,5.4,2012-03-03T07:40,2012-03-03T18:44,39848.89,18116.46,0.00,0.00,0.0,24.1,204
2012-03-04,61,8.7,3.1,5.5,5.0,-3.5,1.4,2012-03-04T07:38,2012-03-04T18:46,40087.13,0.00,13.00,13.00,16.0,30.3,261
2012-03-05,3,7.8,3.0,5.1,0.7,-3.7,-1.6,2012-03-05T07:35,2012-03-05T18:48,40325.91,30357.47,0.00,0.00,0.0,35.3,320
2012-03-06,3,7.6,3.0,4.9,5.5,-2.2,0.9,2012-03-06T07:33,2012-03-06T18:49,40565.08,29947.99,0.00,0.00,0.0,23.2,329
2012-03-07,55,10.0,4.1,6.7,5.9,-0.8,1.8,2012-03-07T07:31,2012-03-07T18:51,40804.47,15104.74,3.40,3.40,7.0,30.8,240
2012-03-08,3,9.7,2.0,6.0,6.3,-2.4,2.1,2012-03-08T07:29,2012-03-08T18:53,41043.93,22613.39,0.00,0.00,0.0,19.9,282
2012-03-09,51,11.6,4.6,8.0,8.0,1.3,4.6,2012-03-09T07:26,2012-03-09T18:55,41283.29,10282.44,0.40,0.40,2.0,20.7,242
2012-03-10,3,13.7,7.9,10.6,11.2,5.5,8.2,2012-03-10T07:24,2012-03-10T18:56,41522.40,627.11,0.00,0.00,0.0,15.5,287
2012-03-11,3,13.1,4.3,8.9,11.8,1.9,7.0,2012-03-11T07:22,2012-03-11T18:58,41761.12,27361.82,0.00,0.00,0.0,11.0,325
2012-03-12,3,14.1,2.4,7.9,13.1,-0.5,6.0,2012-03-12T07:20,2012-03-12T19:00,41999.29,37704.59,0.00,0.00,0.0,8.5,357
2012-03-13,3,10.2,5.8,7.4,8.7,4.0,5.7,2012-03-13T07:17,2012-03-13T19:02,42236.75,12302.81,0.00,0.00,0.0,7.2,58
2012-03-14,3,10.2,3.8,6.3,8.5,1.3,4.0,2012-03-14T07:15,2012-03-14T19:03,42473.36,23263.82,0.00,0.00,0.0,7.6,115
2012-03-15,3,15.1,0.9,7.3,13.1,-2.2,5.0,2012-03-15T07:13,2012-03-15T19:05,42708.96,32016.09,0.00,0.00,0.0,11.4,184
2012-03-16,3,10.5,7.0,8.4,6.8,4.0,5.2,2012-03-16T07:11,2012-03-16T19:07,42943.66,11961.98,0.00,0.00,0.0,19.3,229
2012-03-17,55,10.6,6.1,8.3,8.7,3.2,5.4,2012-03-17T07:08,2012-03-17T19:08,43179.17,2563.40,6.20,6.20,18.0,20.1,207
2012-03-18,53,9.6,2.0,5.7,6.1,-1.2,2.5,2012-03-18T07:06,2012-03-18T19:10,43415.72,38938.37,1.20,1.20,3.0,14.8,308
