latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2013-05-20,53,16.6,10.2,13.3,14.9,7.9,11.4,2013-05-20T05:01,2013-05-20T20:52,57085.97,0.00,3.10,3.10,8.0,21.8,342
2013-05-21,3,15.1,10.9,12.9,13.8,8.3,10.6,2013-05-21T05:00,2013-05-21T20:54,57248.11,990.07,0.00,0.00,0.0,19.4,352
2013-05-22,3,13.8,8.9,11.3,10.5,4.2,8.4,2013-05-22T04:58,2013-05-22T20:55,57406.57,10540.53,0.00,0.00,0.0,19.4,318
2013-05-23,55,10.6,5.8,8.1,6.9,1.2,3.8,2013-05-23T04:57,2013-05-23T20:57,57561.13,48970.02,2.70,2.70,8.0,22.6,319
2013-05-24,61,10.4,5.1,7.0,7.2,0.9,2.7,2013-05-24T04:56,2013-05-24T20:58,57711.56,26393.70,7.50,7.50,13.0,26.5,321
2013-05-25,3,14.1,5.2,9.5,10.7,1.5,5.9,2013-05-25T04:55,2013-05-25T20:59,57857.63,43199.64,0.00,0.00,0.0,19.4,360
2013-05-26,2,17.2,5.1,11.4,15.4,1.6,8.7,2013-05-26T04:54,2013-05-26T21:01,57999.10,51320.17,0.00,0.00,0.0,14.2,299
2013-05-27,2,15.4,4.4,11.0,11.8,1.3,7.7,2013-05-27T04:53,2013-05-27T21:02,58135.73,52756.68,0.00,0.00,0.0,24.0,207
2013-05-28,61,11.9,9.2,10.7,10.3,7.7,9.1,2013-05-28T04:52,2013-05-28T21:03,58267.27,0.00,11.60,11.60,15.0,11.7,139
2013-05-29,51,13.4,7.1,10.7,11.0,5.5,8.6,2013-05-29T04:51,2013-05-29T21:04,58393.51,11516.27,0.50,0.50,4.0,19.2,329
2013-05-30,53,15.4,10.7,12.4,13.6,8.6,10.4,2013-05-30T04:50,2013-05-30T21:05,58514.32,26462.83,2.80,2.80,8.0,16.6,352
2013-05-31,3,18.9,10.4,14.5,17.1,8.3,12.5,2013-05-31T04:49,2013-05-31T21:06,58630.74,18887.73,0.00,0.00,0.0,19.5,345
2013-06-01,3,15.4,9.1,12.8,13.1,5.8,10.1,2013-06-01T04:48,2013-06-01T21:08,58742.84,51066.80,0.00,0.00,0.0,17.8,338
2013-06-02,3,16.8,7.7,12.7,13.7,5.3,10.3,2013-06-02T04:48,2013-06-02T21:09,58850.50,52819.27,0.00,0.00,0.0,13.8,352
2013-06-03,2,16.8,5.6,11.9,14.1,3.5,9.4,2013-06-03T04:47,2013-06-03T21:10,58953.61,53571.40,0.00,0.00,0.0,17.4,51
2013-06-04,1,17.5,5.8,12.0,15.0,2.5,8.9,2013-06-04T04:46,2013-06-04T21:11,59052.01,54332.86,0.00,0.00,0.0,22.2,40
2013-06-05,1,18.1,7.1,12.6,17.4,4.2,10.5,2013-06-05T04:46,2013-06-05T21:12,59145.59,54068.27,0.00,0.00,0.0,14.8,50
2013-06-06,2,19.4,7.1,13.3,18.3,4.1,10.9,2013-06-06T04:45,2013-06-06T21:12,59234.22,54491.79,0.00,0.00,0.0,18.4,52
2013-06-07,51,19.7,8.8,14.0,18.1,5.7,11.2,2013-06-07T04:45,2013-06-07T21:13,59317.77,54137.46,0.50,0.50,3.0,21.4,48
2013-06-08,3,16.9,8.1,12.4,14.3,4.7,8.9,2013-06-08T04:44,2013-06-08T21:14,59396.11,51847.65,0.00,0.00,0.0,22.7,41
2013-06-09,3,16.5,9.9,12.5,13.3,6.2,9.1,2013-06-09T04:44,2013-06-09T21:15,59469.12,31811.18,0.00,0.00,0.0,21.1,42
2013-06-10,3,15.1,9.9,12.3,13.4,8.3,10.5,2013-06-10T04:43,2013-06-10T21:16,59536.69,12755.37,0.00,0.00,0.0,9.7,90
2013-06-11,51,17.6,8.2,13.2,15.1,6.2,11.3,2013-06-11T04:43,2013-06-11T21:17,59598.68,9181.47,0.40,0.40,3.0,21.2,173
2013-06-12,51,17.1,13.4,15.2,13.8,11.2,12.5,2013-06-12T04:43,2013-06-12T21:17,59654.96,3603.73,1.00,1.00,5.0,29.3,206
2013-06-13,51,17.9,12.4,14.6,12.8,8.6,10.5,2013-06-13T04:43,2013-06-13T21:18,59705.46,23066.64,0.30,0.30,2.0,36.0,233
2013-06-14,53,17.3,8.5,13.4,14.7,5.8,10.5,2013-06-14T04:43,2013-06-14T21:18,59750.03,33367.45,0.80,0.80,2.0,20.8,206
2013-06-15,55,16.1,10.9,13.8,11.4,7.7,9.7,2013-06-15T04:42,2013-06-15T21:19,59788.58,52755.29,2.60,2.60,8.0,32.8,228
2013-06-16,51,15.7,11.2,13.5,14.7,7.7,11.1,2013-06-16T04:42,2013-06-16T21:19,59821.00,7729.99,0.40,0.40,3.0,20.7,219
2013-06-17,51,18.6,10.6,14.9,15.8,8.4,12.3,2013-06-17T04:42,2013-06-17T21:20,59847.20,22889.04,0.60,0.60,4.0,21.7,66
2013-06-18,53,21.8,13.1,17.2,23.0,10.8,17.1,2013-06-18T04:42,2013-06-18T21:20,59867.05,24420.29,2.50,2.50,5.0,18.7,103
2013-06-19,53,24.1,13.2,18.9,25.4,13.3,19.6,2013-06-19T04:43,2013-06-19T21:21,59880.53,35408.27,1.00,1.00,2.0,14.4,354
2013-06-20,51,20.1,14.1,17.2,21.2,13.4,17.2,2013-06-20T04:43,2013-06-20T21:21,59887.65,19159.63,0.90,0.90,3.0,15.7,108
2013-06-21,51,20.7,13.1,16.6,20.1,12.0,15.6,2013-06-21T04:43,2013-06-21T21:21,59888.49,26112.01,0.50,0.50,4.0,16.6,234
2013-06-22,51,17.5,11.9,14.3,12.9,8.0,10.6,2013-06-22T04:43,2013-06-22T21:21,59883.11,19397.07,1.10,1.10,5.0,34.1,220
2013-06-23,53,17.2,12.4,14.7,13.4,9.0,11.0,2013-06-23T04:43,2013-06-23T21:21,59871.57,51509.31,1.40,1.40,5.0,30.3,264
2013-06-24,3,15.2,9.9,12.8,13.5,6.1,9.6,2013-06-24T04:44,2013-06-24T21:21,59853.93,16465.67,0.00,0.00,0.0,24.1,297
2013-06-25,3,17.7,8.3,14.1,15.5,6.2,12.3,2013-06-25T04:44,2013-06-25T21:21,59830.29,29812.33,0.00,0.00,0.0,9.9,328
2013-06-26,3,20.0,11.8,15.9,17.7,10.6,14.5,2013-06-26T04:45,2013-06-26T21:21,59800.70,43681.17,0.00,0.00,0.0,12.8,305
2013-06-27,53,18.7,11.8,14.4,15.9,10.4,12.9,2013-06-27T04:45,2013-06-27T21:21,59765.25,25792.94,3.00,3.00,7.0,14.7,304
2013-06-28,53,19.1,12.8,15.4,18.5,11.7,14.5,2013-06-28T04:46,2013-06-28T21:21,59724.01,0.00,2.80,2.80,7.0,18.6,282
2013-06-29,3,18.8,11.8,15.8,18.3,8.4,13.8,2013-06-29T04:46,2013-06-29T21:21,59677.10,41395.76,0.00,0.00,0.0,19.9,314
2013-06-30,1,23.4,13.2,18.4,22.7,12.5,17.4,2013-06-30T04:47,2013-06-30T21:21,59624.58,51381.79,0.00,0.00,0.0,21.0,253
2013-07-01,3,21.0,12.1,16.2,18.6,10.5,14.2,2013-07-01T04:48,2013-07-01T21:20,59566.56,44217.00,0.00,0.00,0.0,19.5,263
2013-07-02,53,17.4,10.6,14.4,14.9,9.6,12.7,2013-07-02T04:48,2013-07-02T21:20,59503.13,12540.80,1.60,1.60,4.0,20.6,200
2013-07-03,53,18.6,13.6,16.3,17.3,11.3,15.0,2013-07-03T04:49,2013-07-03T21:20,59434.39,4285.73,1.50,1.50,6.0,19.3,255
2013-07-04,3,21.5,11.6,17.1,20.1,10.0,15.6,2013-07-04T04:50,2013-07-04T21:19,59360.46,22879.34,0.00,0.00,0.0,20.7,244
2013-07-05,3,23.5,12.1,18.2,23.5,11.6,18.0,2013-07-05T04:51,2013-07-05T21:19,59281.42,53016.36,0.00,0.00,0.0,10.4,81
2013-07-06,1,25.0,11.2,18.8,26.6,10.4,19.2,2013-07-06T04:52,2013-07-06T21:18,59197.41,54084.93,0.00,0.00,0.0,7.8,118
2013-07-07,0,26.2,13.4,20.4,26.7,13.4,20.9,2013-07-07T04:53,2013-07-07T21:18,59108.49,53723.65,0.00,0.00,0.0,13.0,61
2013-07-08,0,24.0,13.4,18.8,23.5,12.2,17.7,2013-07-08T04:53,2013-07-08T21:17,59014.82,54040.49,0.00,0.00,0.0,19.0,46
2013-07-09,0,23.8,12.1,18.0,22.6,10.3,16.5,2013-07-09T04:54,2013-07-09T21:16,58916.32,53876.43,0.00,0.00,0.0,15.5,42
2013-07-10,2,22.7,11.9,17.2,21.5,10.1,15.3,2013-07-10T04:55,2013-07-10T21:16,58812.11,53814.39,0.00,0.00,0.0,20.8,35
2013-07-11,3,20.0,11.8,15.2,18.9,8.9,13.1,2013-07-11T04:56,2013-07-11T21:15,58702.22,47348.62,0.00,0.00,0.0,14.9,40
2013-07-12,3,23.4,10.9,17.0,23.9,9.2,16.5,2013-07-12T04:58,2013-07-12T21:14,58586.86,49007.70,0.00,0.00,0.0,11.2,50
2013-07-13,51,28.0,14.5,21.6,29.1,14.7,22.7,2013-07-13T04:59,2013-07-13T21:13,58466.25,52472.43,0.10,0.10,1.0,10.4,355
2013-07-14,3,27.1,16.3,22.1,28.1,17.4,23.0,2013-07-14T05:00,2013-07-14T21:12,58340.64,49323.62,0.00,0.00,0.0,14.0,306
2013-07-15,2,26.9,15.6,21.8,27.2,14.3,21.4,2013-07-15T05:01,2013-07-15T21:11,58210.25,51404.55,0.00,0.00,0.0,10.8,349
2013-07-16,1,28.5,17.2,22.7,30.1,18.1,23.7,2013-07-16T05:02,2013-07-16T21:10,58075.31,40594.36,0.00,0.00,0.0,9.6,191
2013-07-17,1,28.1,17.0,22.9,30.1,17.6,23.7,2013-07-17T05:04,2013-07-17T21:09,57936.02,51757.80,0.00,0.00,0.0,10.7,134
2013-07-18,1,26.5,15.9,21.1,26.7,16.1,20.9,2013-07-18T05:05,2013-07-18T21:08,57792.62,52505.62,0.00,0.00,0.0,17.6,51
2013-07-19,0,25.5,14.5,20.2,25.1,13.1,19.2,2013-07-19T05:06,2013-07-19T21:07,57645.32,52386.38,0.00,0.00,0.0,19.1,62
2013-07-20,3,22.6,15.3,18.8,21.0,14.6,17.6,2013-07-20T05:07,2013-07-20T21:06,57494.33,37132.84,0.00,0.00,0.0,20.2,57
2013-07-21,3,25.9,16.2,20.2,27.2,14.8,19.9,2013-07-21T05:09,2013-07-21T21:04,57339.86,35974.42,0.00,0.00,0.0,17.6,67
2013-07-22,1,30.4,16.5,23.7,33.0,16.9,24.9,2013-07-22T05:10,2013-07-22T21:03,57182.11,51110.75,0.00,0.00,0.0,13.7,132
2013-07-23,63,27.9,18.9,23.0,30.0,19.9,24.7,2013-07-23T05:11,2013-07-23T21:02,57021.28,45776.57,5.70,5.70,8.0,15.3,173
2013-07-24,3,25.5,15.7,20.4,25.0,14.9,19.9,2013-07-24T05:13,2013-07-24T21:00,56857.57,49427.31,0.00,0.00,0.0,16.3,226
2013-07-25,51,24.4,15.4,19.7,23.7,15.4,19.4,2013-07-25T05:14,2013-07-25T20:59,56691.18,48922.33,1.20,1.20,5.0,19.1,201
2013-07-26,3,24.8,13.6,19.5,24.2,14.0,19.6,2013-07-26T05:16,2013-07-26T20:58,56522.28,50275.60,0.00,0.00,0.0,9.5,202
2013-07-27,63,25.8,14.3,19.9,27.1,14.9,20.8,2013-07-27T05:17,2013-07-27T20:56,56351.06,34618.41,16.60,16.60,8.0,14.2,111
2013-07-28,65,21.8,14.9,18.7,19.3,12.8,16.8,2013-07-28T05:19,2013-07-28T20:55,56177.71,50618.94,11.50,11.50,5.0,24.2,211
2013-07-29,61,20.9,16.0,17.9,20.2,14.5,16.2,2013-07-29T05:20,2013-07-29T20:53,56002.16,46984.06,3.50,3.50,3.0,25.4,216
2013-07-30,61,19.2,14.6,16.8,19.0,13.6,16.0,2013-07-30T05:21,2013-07-30T20:52,55822.98,5818.21,4.10,4.10,6.0,21.2,221
2013-07-31,53,22.1,15.5,18.5,21.3,14.7,17.8,2013-07-31T05:23,2013-07-31T20:50,55640.08,25640.49,1.60,1.60,4.0,24.9,220
2013-08-01,1,29.7,15.1,22.7,30.5,15.3,23.4,2013-08-01T05:24,2013-08-01T20:48,55453.73,50547.08,0.00,0.00,0.0,20.5,163
2013-08-02,61,23.0,15.2,19.6,22.6,14.5,18.9,2013-08-02T05:26,2013-08-02T20:47,55264.15,47025.51,3.40,3.40,3.0,19.3,211
2013-08-03,51,21.6,14.9,18.1,18.7,13.0,16.1,2013-08-03T05:27,2013-08-03T20:45,55071.59,50192.68,0.20,0.20,2.0,22.4,220
2013-08-04,51,21.5,13.8,17.9,19.4,12.9,16.3,2013-08-04T05:29,2013-08-04T20:43,54876.26,39587.44,0.10,0.10,1.0,23.7,204
2013-08-05,53,21.4,16.1,18.2,21.0,15.0,17.3,2013-08-05T05:30,2013-08-05T20:42,54678.39,30991.85,4.50,4.50,13.0,20.9,186
2013-08-06,3,20.6,11.4,16.8,19.8,10.1,15.8,2013-08-06T05:32,2013-08-06T20:40,54478.20,41596.77,0.00,0.00,0.0,15.5,315
2013-08-07,3,21.5,13.4,17.2,19.8,12.5,15.9,2013-08-07T05:34,2013-08-07T20:38,54275.88,42338.67,0.00,0.00,0.0,16.6,48
2013-08-08,2,22.2,9.6,16.6,20.8,8.3,15.5,2013-08-08T05:35,2013-08-08T20:36,54071.66,42332.60,0.00,0.00,0.0,16.0,240
2013-08-09,51,22.0,15.1,18.3,20.7,13.2,16.8,2013-08-09T05:37,2013-08-09T20:34,53865.72,37306.55,1.40,1.40,7.0,17.7,258
2013-08-10,3,19.5,12.6,16.8,17.2,11.0,15.1,2013-08-10T05:38,2013-08-10T20:33,53658.26,17151.38,0.00,0.00,0.0,13.6,283
2013-08-11,51,22.0,15.2,18.1,20.0,13.8,16.4,2013-08-11T05:40,2013-08-11T20:31,53449.47,45931.04,0.50,0.50,3.0,18.8,259
2013-08-12,3,20.0,12.1,16.3,17.6,11.0,14.2,2013-08-12T05:42,2013-08-12T20:29,53239.53,39063.26,0.00,0.00,0.0,19.3,288
2013-08-13,51,19.3,10.6,15.2,16.5,8.6,13.3,2013-08-13T05:43,2013-08-13T20:27,53028.60,31394.26,0.10,0.10,1.0,15.7,289
2013-08-14,3,20.7,10.2,16.4,19.0,9.1,15.4,2013-08-14T05:45,2013-08-14T20:25,52816.87,29270.42,0.00,0.00,0.0,16.3,233
2013-08-15,51,22.8,16.5,19.2,21.3,16.4,18.5,2013-08-15T05:46,2013-08-15T20:23,52604.50,35713.91,0.30,0.30,3.0,24.9,224
2013-08-16,53,21.4,15.4,17.9,22.2,14.0,17.5,2013-08-16T05:48,2013-08-16T20:21,52391.66,15391.98,3.20,3.20,11.0,19.4,219
2013-08-17,53,20.4,12.4,16.6,17.3,11.8,14.7,2013-08-17T05:49,2013-08-17T20:19,52178.50,25866.35,0.80,0.80,2.0,32.6,218
2013-08-18,51,21.8,15.9,18.7,19.5,14.4,17.2,2013-08-18T05:51,2013-08-18T20:17,51964.92,45034.98,0.20,0.20,2.0,25.0,243
2013-08-19,3,20.7,12.3,17.0,18.3,11.0,15.3,2013-08-19T05:53,2013-08-19T20:15,51749.39,30441.65,0.00,0.00,0.0,14.2,292
2013-08-20,2,21.9,12.8,17.6,20.9,12.4,16.9,2013-08-20T05:54,2013-08-20T20:13,51531.73,47088.28,0.00,0.00,0.0,8.5,240
2013-08-21,51,24.1,11.4,18.0,23.7,10.8,17.7,2013-08-21T05:56,2013-08-21T20:11,51312.15,45416.71,0.10,0.10,1.0,11.5,227
2013-08-22,55,22.7,15.8,18.7,23.9,16.8,19.7,2013-08-22T05:57,2013-08-22T20:09,51090.82,31706.00,8.30,8.30,16.0,10.9,129
2013-08-23,3,25.6,15.1,20.0,25.6,14.6,19.9,2013-08-23T05:59,2013-08-23T20:07,50867.93,35270.55,0.00,0.00,0.0,16.6,110
2013-08-24,61,18.6,15.1,17.0,19.4,13.4,17.0,2013-08-24T06:01,2013-08-24T20:04,50643.65,0.00,18.70,18.70,24.0,22.4,320
2013-08-25,61,21.5,13.3,17.1,20.5,11.0,15.9,2013-08-25T06:02,2013-08-25T20:02,50418.14,34131.64,12.40,12.40,14.0,22.3,8
2013-08-26,3,22.6,13.9,18.2,23.1,12.9,17.8,2013-08-26T06:04,2013-08-26T20:00,50191.56,39082.95,0.00,0.00,0.0,18.1,33
2013-08-27,3,21.0,10.8,16.0,20.3,10.0,15.3,2013-08-27T06:05,2013-08-27T19:58,49964.08,37471.58,0.00,0.00,0.0,13.0,11
2013-08-28,3,21.5,10.0,16.1,21.3,8.8,15.7,2013-08-28T06:07,2013-08-28T19:56,49735.86,37708.87,0.00,0.00,0.0,10.1,1
2013-08-29,3,22.0,14.0,17.9,20.5,13.9,17.4,2013-08-29T06:09,2013-08-29T19:53,49507.04,31577.68,0.00,0.00,0.0,14.5,265
2013-08-30,51,22.6,14.1,18.3,20.9,13.8,17.6,2013-08-30T06:10,2013-08-30T19:51,49277.77,26028.31,0.40,0.40,2.0,18.8,250
2013-08-31,2,18.8,13.1,16.2,17.2,10.1,14.1,2013-08-31T06:12,2013-08-31T19:49,49048.20,43427.55,0.00,0.00,0.0,18.3,332
2013-09-01,2,20.0,9.4,14.7,17.3,7.5,12.5,2013-09-01T06:13,2013-09-01T19:47,48818.46,38710.84,0.00,0.00,0.0,15.5,279
2013-09-02,3,22.6,10.5,16.8,21.9,8.5,15.6,2013-09-02T06:15,2013-09-02T19:45,48588.71,41222.96,0.00,0.00,0.0,14.3,285
2013-09-03,51,23.2,13.2,18.4,24.3,13.3,19.3,2013-09-03T06:16,2013-09-03T19:42,48359.07,32517.96,0.10,0.10,1.0,8.9,310
2013-09-04,3,25.0,12.9,18.7,25.7,13.4,19.6,2013-09-04T06:18,2013-09-04T19:40,48129.68,39200.22,0.00,0.00,0.0,10.7,133
2013-09-05,2,26.6,14.5,20.3,29.3,15.1,21.7,2013-09-05T06:20,2013-09-05T19:38,47900.67,43200.72,0.00,0.00,0.0,13.3,351
2013-09-06,61,17.8,12.3,15.4,16.5,10.1,14.6,2013-09-06T06:21,2013-09-06T19:36,47672.17,16004.00,5.00,5.00,10.0,16.5,230
2013-09-07,3,17.5,10.3,13.6,14.3,8.2,11.1,2013-09-07T06:23,2013-09-07T19:33,47444.07,43200.00,0.00,0.00,0.0,19.3,194
2013-09-08,61,16.7,7.6,11.8,14.7,5.9,9.9,2013-09-08T06:24,2013-09-08T19:31,47214.83,37898.99,4.40,4.40,4.0,15.1,212
2013-09-09,61,14.6,8.2,11.6,13.8,6.7,10.3,2013-09-09T06:26,2013-09-09T19:29,46984.26,13275.96,8.30,8.30,12.0,14.6,336
2013-09-10,51,16.1,9.4,12.5,12.1,6.1,9.4,2013-09-10T06:28,2013-09-10T19:27,46752.51,16604.51,0.20,0.20,2.0,23.0,317
2013-09-11,55,16.4,11.3,13.4,14.2,8.1,10.9,2013-09-11T06:29,2013-09-11T19:24,46519.73,12620.66,3.40,3.40,6.0,20.7,323
2013-09-12,3,16.8,11.9,14.1,16.9,11.4,13.7,2013-09-12T06:31,2013-09-12T19:22,46286.06,88.09,0.00,0.00,0.0,12.1,257
2013-09-13,63,17.6,14.8,16.1,18.8,15.0,16.9,2013-09-13T06:32,2013-09-13T19:20,46051.64,0.00,12.70,12.70,13.0,12.4,264
2013-09-14,61,14.0,9.1,11.7,13.1,7.0,9.4,2013-09-14T06:34,2013-09-14T19:17,45816.60,6815.34,4.30,4.30,7.0,19.5,336
2013-09-15,51,15.5,5.6,11.3,13.0,3.0,8.2,2013-09-15T06:36,2013-09-15T19:15,45581.08,12597.37,2.20,2.20,8.0,31.9,234
2013-09-16,51,14.2,8.1,11.1,9.5,4.0,6.7,2013-09-16T06:37,2013-09-16T19:13,45345.21,41461.54,0.20,0.20,1.0,26.4,269
2013-09-17,61,13.8,7.4,10.9,12.6,3.8,8.2,2013-09-17T06:39,2013-09-17T19:10,45109.13,16832.38,5.50,5.50,7.0,19.6,249
2013-09-18,3,14.8,9.6,12.3,12.3,6.6,9.9,2013-09-18T06:40,2013-09-18T19:08,44872.97,28274.23,0.00,0.00,0.0,19.8,306
2013-09-19,53,16.1,7.4,12.0,15.0,4.8,9.5,2013-09-19T06:42,2013-09-19T19:06,44636.86,10997.86,1.30,1.30,3.0,28.5,242
2013-09-20,3,16.8,9.4,13.4,15.6,7.1,11.8,2013-09-20T06:44,2013-09-20T19:03,44400.91,39211.60,0.00,0.00,0.0,14.5,282
2013-09-21,51,17.0,8.6,13.5,17.0,7.1,12.6,2013-09-21T06:45,2013-09-21T19:01,44165.28,154.00,0.10,0.10,1.0,16.1,224
2013-09-22,3,19.0,15.0,16.8,19.8,15.3,17.5,2013-09-22T06:47,2013-09-22T18:59,43930.07,1859.68,0.00,0.00,0.0,11.1,259
2013-09-23,3,19.8,14.2,16.5,20.5,14.6,17.2,2013-09-23T06:48,2013-09-23T18:56,43695.43,19740.28,0.00,0.00,0.0,8.8,157
2013-09-24,3,20.1,10.4,15.0,21.2,9.8,15.2,2013-09-24T06:50,2013-09-24T18:54,43461.48,29318.61,0.00,0.00,0.0,7.7,104
2013-09-25,53,20.0,11.9,15.6,20.4,11.8,15.9,2013-09-25T06:52,2013-09-25T18:52,43228.35,26537.64,1.40,1.40,5.0,8.4,66
2013-09-26,51,17.0,11.9,14.5,15.1,10.3,13.0,2013-09-26T06:53,2013-09-26T18:50,42996.18,29823.32,0.20,0.20,1.0,14.8,63
2013-09-27,2,15.9,9.5,12.6,13.7,7.8,10.5,2013-09-27T06:55,2013-09-27T18:47,42764.83,36603.19,0.00,0.00,0.0,17.6,83
2013-09-28,55,17.8,11.6,14.2,16.0,9.8,12.0,2013-09-28T06:56,2013-09-28T18:45,42532.71,36705.03,1.60,1.60,4.0,21.4,79
2013-09-29,3,16.8,12.2,14.3,14.2,9.8,11.8,2013-09-29T06:58,2013-09-29T18:43,42299.59,36690.22,0.00,0.00,0.0,23.8,69
2013-09-30,51,17.6,11.9,14.9,15.7,10.1,13.2,2013-09-30T07:00,2013-09-30T18:41,42065.64,36563.30,0.20,0.20,1.0,16.3,82
2013-10-01,3,17.2,11.5,14.3,15.2,9.8,12.3,2013-10-01T07:01,2013-10-01T18:38,41831.00,18619.40,0.00,0.00,0.0,19.9,99
2013-10-02,61,18.2,13.6,15.4,18.0,12.2,14.3,2013-10-02T07:03,2013-10-02T18:36,41595.80,6922.43,5.80,5.80,8.0,17.3,132
2013-10-03,55,18.3,13.6,16.1,18.5,12.6,15.4,2013-10-03T07:05,2013-10-03T18:34,41360.20,9057.38,4.70,4.70,7.0,22.2,138
2013-10-04,53,19.5,14.6,17.2,17.5,14.2,16.1,2013-10-04T07:06,2013-10-04T18:31,41124.34,29899.12,2.20,2.20,7.0,28.1,206
2013-10-05,3,18.5,13.1,15.3,17.9,12.6,14.9,2013-10-05T07:08,2013-10-05T18:29,40888.37,22334.73,0.00,0.00,0.0,11.5,294
2013-10-06,1,18.1,9.7,13.8,16.5,8.7,12.9,2013-10-06T07:10,2013-10-06T18:27,40652.43,35860.89,0.00,0.00,0.0,10.2,245
