latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
2013-10-07,3,17.9,8.4,13.3,16.9,6.9,12.3,2013-10-07T07:11,2013-10-07T18:25,40416.67,22846.86,0.00,0.00,0.0,11.6,233
2013-10-08,3,18.2,13.2,15.6,17.4,12.9,15.0,2013-10-08T07:13,2013-10-08T18:22,40181.25,12060.49,0.00,0.00,0.0,14.6,250
2013-10-09,3,16.2,8.6,13.6,14.1,3.8,11.3,2013-10-09T07:15,2013-10-09T18:20,39946.31,18211.73,0.00,0.00,0.0,24.7,294
2013-10-10,3,11.9,7.2,9.2,5.7,1.3,3.5,2013-10-10T07:16,2013-10-10T18:18,39712.02,25008.76,0.00,0.00,0.0,34.0,335
2013-10-11,61,13.1,8.3,11.0,9.1,2.5,6.6,2013-10-11T07:18,2013-10-11T18:16,39478.52,16603.14,7.60,7.60,12.0,34.0,14
2013-10-12,53,12.9,8.7,11.3,11.0,6.5,8.7,2013-10-12T07:20,2013-10-12T18:14,39245.97,21837.25,2.80,2.80,8.0,32.2,39
2013-10-13,61,11.6,7.5,9.6,9.2,4.7,6.9,2013-10-13T07:21,2013-10-13T18:11,39014.55,8462.11,10.80,10.80,9.0,23.4,293
2013-10-14,55,12.4,6.7,9.1,9.9,3.7,6.3,2013-10-14T07:23,2013-10-14T18:09,38784.41,26157.83,2.20,2.20,6.0,18.1,243
2013-10-15,3,12.8,6.9,9.5,10.7,4.2,7.1,2013-10-15T07:25,2013-10-15T18:07,38555.73,6514.98,0.00,0.00,0.0,15.2,305
2013-10-16,61,14.3,4.9,9.7,11.5,2.6,6.9,2013-10-16T07:26,2013-10-16T18:05,38328.68,5487.07,5.40,5.40,5.0,24.5,184
2013-10-17,3,16.7,10.0,13.1,14.7,8.1,10.9,2013-10-17T07:28,2013-10-17T18:03,38103.15,29848.05,0.00,0.00,0.0,24.5,249
2013-10-18,51,16.0,8.6,12.5,14.5,7.2,11.0,2013-10-18T07:30,2013-10-18T18:01,37877.34,3357.28,0.10,0.10,1.0,20.3,143
2013-10-19,55,16.5,11.8,13.8,16.1,10.2,12.3,2013-10-19T07:31,2013-10-19T17:59,37651.04,5778.52,3.80,3.80,9.0,19.3,187
2013-10-20,55,15.2,12.2,13.3,12.4,9.5,10.8,2013-10-20T07:33,2013-10-20T17:57,37424.40,4114.13,3.20,3.20,9.0,26.5,204
2013-10-21,61,16.6,12.6,14.8,14.2,10.3,12.2,2013-10-21T07:35,2013-10-21T17:55,37197.62,3526.59,4.00,4.00,9.0,30.2,197
2013-10-22,55,16.8,14.6,15.9,15.0,12.4,13.8,2013-10-22T07:37,2013-10-22T17:53,36970.86,0.00,7.00,7.00,13.0,24.8,184
2013-10-23,53,16.0,9.1,13.9,12.5,6.9,10.6,2013-10-23T07:38,2013-10-23T17:51,36744.32,28110.59,3.60,3.60,9.0,30.8,221
2013-10-24,3,16.3,6.0,11.0,14.6,4.1,9.2,2013-10-24T07:40,2013-10-24T17:49,36518.18,31554.39,0.00,0.00,0.0,17.4,151
2013-10-25,53,17.7,12.6,15.3,15.6,10.4,12.8,2013-10-25T07:42,2013-10-25T17:47,36292.63,16346.56,1.70,1.70,3.0,26.8,184
2013-10-26,53,17.0,13.9,15.0,13.3,10.2,11.7,2013-10-26T07:44,2013-10-26T17:45,36067.87,27438.96,0.60,0.60,2.0,34.7,213
2013-10-27,55,15.5,11.8,13.5,11.1,7.4,9.5,2013-10-27T07:45,2013-10-27T17:43,35844.10,26004.84,5.30,5.30,10.0,36.9,224
2013-10-28,63,15.6,9.4,12.7,10.9,5.0,8.0,2013-10-28T07:47,2013-10-28T17:41,35621.52,25208.40,19.40,19.40,11.0,46.5,229
2013-10-29,1,11.4,6.6,9.0,7.5,3.0,5.0,2013-10-29T07:49,2013-10-29T17:39,35400.36,30940.70,0.00,0.00,0.0,21.9,259
2013-10-30,3,13.8,3.8,8.9,10.0,0.8,5.6,2013-10-30T07:51,2013-10-30T17:37,35180.81,28384.52,0.00,0.00,0.0,23.7,220
2013-10-31,51,13.2,11.6,12.5,11.8,8.5,10.0,2013-10-31T07:52,2013-10-31T17:35,34963.11,3378.21,1.20,1.20,5.0,25.6,218
2013-11-01,51,13.6,10.7,11.9,11.1,8.7,9.8,2013-11-01T07:54,2013-11-01T17:33,34747.49,11145.65,1.90,1.90,9.0,22.7,210
2013-11-02,51,14.5,9.7,11.4,10.7,3.7,8.3,2013-11-02T07:56,2013-11-02T17:31,34534.18,20085.40,0.30,0.30,2.0,35.8,225
2013-11-03,61,11.1,6.8,8.7,5.7,1.5,3.8,2013-11-03T07:58,2013-11-03T17:30,34323.41,28910.32,4.70,4.70,5.0,31.6,246
2013-11-04,63,9.6,4.2,7.3,6.8,0.4,3.4,2013-11-04T07:59,2013-11-04T17:28,34115.45,28307.55,12.10,12.10,9.0,27.5,333
2013-11-05,53,11.4,2.8,7.6,7.5,-0.2,3.9,2013-11-05T08:01,2013-11-05T17:26,33910.54,13795.22,3.70,3.70,8.0,27.2,254
2013-11-06,53,14.1,7.3,10.4,10.3,3.6,7.4,2013-11-06T08:03,2013-11-06T17:25,33708.63,0.00,3.00,3.00,9.0,32.6,232
2013-11-07,51,14.3,7.8,10.4,11.0,5.2,7.9,2013-11-07T08:05,2013-11-07T17:23,33507.80,11422.57,0.50,0.50,3.0,29.2,252
2013-11-08,61,10.9,4.4,7.5,9.1,1.7,4.8,2013-11-08T08:06,2013-11-08T17:21,33307.81,1497.41,4.70,4.70,8.0,18.4,226
2013-11-09,61,7.7,3.5,5.4,6.0,0.1,2.3,2013-11-09T08:08,2013-11-09T17:20,33108.89,1618.40,6.10,6.10,6.0,19.1,243
2013-11-10,53,8.4,1.2,5.2,4.9,-2.0,1.7,2013-11-10T08:10,2013-11-10T17:18,32911.27,28008.89,2.00,2.00,5.0,18.6,303
2013-11-11,53,12.0,1.1,8.5,11.0,-2.3,5.4,2013-11-11T08:12,2013-11-11T17:17,32715.15,0.00,3.60,3.60,12.0,24.1,188
2013-11-12,53,12.1,4.9,10.0,11.2,1.7,7.9,2013-11-12T08:13,2013-11-12T17:15,32520.78,4380.42,1.30,1.30,4.0,16.7,312
2013-11-13,2,9.2,1.1,5.0,6.8,-1.9,2.1,2013-11-13T08:15,2013-11-13T17:14,32328.40,25513.37,0.00,0.00,0.0,16.8,254
2013-11-14,61,9.2,4.8,7.1,3.7,0.1,2.4,2013-11-14T08:17,2013-11-14T17:12,32138.24,27301.36,2.00,2.00,3.0,28.8,297
2013-11-15,1,8.4,2.8,4.8,5.0,-1.9,0.9,2013-11-15T08:19,2013-11-15T17:11,31950.57,27174.03,0.00,0.00,0.0,18.1,345
2013-11-16,3,8.6,-0.2,4.0,6.3,-3.3,1.5,2013-11-16T08:20,2013-11-16T17:10,31765.63,26641.05,0.00,0.00,0.0,7.9,279
2013-11-17,3,8.6,3.0,6.0,7.0,0.4,3.9,2013-11-17T08:22,2013-11-17T17:08,31583.71,0.00,0.00,0.00,0.0,8.0,22
2013-11-18,51,8.9,7.1,7.7,6.6,3.7,5.9,2013-11-18T08:24,2013-11-18T17:07,31405.05,0.00,0.40,0.40,3.0,15.3,284
2013-11-19,2,6.2,-0.2,2.9,2.5,-4.3,-1.6,2013-11-19T08:25,2013-11-19T17:06,31229.94,26316.44,0.00,0.00,0.0,21.4,323
2013-11-20,53,6.2,-2.2,2.3,1.5,-6.7,-2.4,2013-11-20T08:27,2013-11-20T17:05,31058.67,8721.31,5.70,5.70,11.0,25.6,270
2013-11-21,71,6.8,2.7,4.5,1.9,-2.5,-0.6,2013-11-21T08:29,2013-11-21T17:03,30891.53,21782.91,0.90,0.80,3.0,29.3,10
2013-11-22,2,7.3,2.8,4.7,2.4,-1.8,0.0,2013-11-22T08:30,2013-11-22T17:02,30728.80,25430.39,0.00,0.00,0.0,25.5,5
2013-11-23,3,6.4,2.5,4.5,2.5,-1.7,0.6,2013-11-23T08:32,2013-11-23T17:01,30570.79,21805.82,0.00,0.00,0.0,17.3,358
2013-11-24,3,6.2,3.4,4.5,2.3,-0.6,0.6,2013-11-24T08:33,2013-11-24T17:00,30417.82,16285.35,0.00,0.00,0.0,17.8,356
2013-11-25,2,6.3,2.5,4.0,2.2,-1.4,0.0,2013-11-25T08:35,2013-11-25T16:59,30270.18,23815.02,0.00,0.00,0.0,18.1,352
2013-11-26,3,5.7,-0.9,2.4,2.7,-4.8,-1.0,2013-11-26T08:36,2013-11-26T16:58,30127.95,24149.51,0.00,0.00,0.0,13.3,323
2013-11-27,51,8.9,2.5,6.3,7.7,-0.6,4.3,2013-11-27T08:38,2013-11-27T16:58,29989.50,0.00,0.30,0.30,3.0,9.6,304
2013-11-28,3,8.2,6.2,7.2,6.4,4.2,5.4,2013-11-28T08:39,2013-11-28T16:57,29854.67,0.00,0.00,0.00,0.0,7.7,330
2013-11-29,3,9.0,6.1,7.3,5.5,1.1,3.6,2013-11-29T08:41,2013-11-29T16:56,29723.65,5114.58,0.00,0.00,0.0,23.9,285
2013-11-30,3,7.7,1.5,5.2,4.1,-1.6,0.9,2013-11-30T08:42,2013-11-30T16:55,29596.64,22861.35,0.00,0.00,0.0,21.9,332
2013-12-01,3,7.9,-0.2,3.6,5.9,-4.0,0.8,2013-12-01T08:44,2013-12-01T16:55,29473.83,7431.51,0.00,0.00,0.0,10.0,329
2013-12-02,3,8.5,2.5,5.4,6.3,-0.3,3.0,2013-12-02T08:45,2013-12-02T16:54,29355.41,18730.34,0.00,0.00,0.0,9.2,39
2013-12-03,3,5.9,-0.3,3.2,3.7,-3.2,0.5,2013-12-03T08:46,2013-12-03T16:54,29241.59,14482.89,0.00,0.00,0.0,10.8,301
2013-12-04,3,7.9,0.3,4.4,5.0,-3.6,0.9,2013-12-04T08:48,2013-12-04T16:53,29132.57,3939.69,0.00,0.00,0.0,14.7,280
2013-12-05,51,9.7,-0.2,4.4,3.3,-4.5,-1.0,2013-12-05T08:49,2013-12-05T16:53,29028.54,22182.32,0.50,0.50,2.0,39.6,264
2013-12-06,3,6.3,2.4,4.3,2.6,-2.6,-0.0,2013-12-06T08:50,2013-12-06T16:52,28929.71,21418.29,0.00,0.00,0.0,22.2,285
2013-12-07,3,8.3,3.3,5.8,4.6,-0.2,2.5,2013-12-07T08:51,2013-12-07T16:52,28836.29,18218.16,0.00,0.00,0.0,16.5,253
2013-12-08,3,9.8,5.1,7.3,6.2,1.5,3.7,2013-12-08T08:53,2013-12-08T16:52,28748.46,15343.93,0.00,0.00,0.0,21.1,242
2013-12-09,3,8.9,3.7,6.7,6.6,0.4,3.7,2013-12-09T08:54,2013-12-09T16:52,28666.45,5132.69,0.00,0.00,0.0,18.2,227
2013-12-10,2,8.8,0.9,3.9,6.2,-2.4,1.0,2013-12-10T08:55,2013-12-10T16:51,28590.44,20965.20,0.00,0.00,0.0,11.7,182
2013-12-11,3,8.4,-1.1,2.7,6.2,-4.4,-0.4,2013-12-11T08:56,2013-12-11T16:51,28520.63,20400.29,0.00,0.00,0.0,12.4,158
2013-12-12,3,9.5,2.1,5.2,7.2,-1.5,2.0,2013-12-12T08:57,2013-12-12T16:51,28457.24,13882.35,0.00,0.00,0.0,14.0,193
2013-12-13,51,9.6,7.1,8.7,7.1,3.7,5.6,2013-12-13T08:58,2013-12-13T16:51,28400.43,0.00,1.50,1.50,6.0,19.4,204
2013-12-14,51,10.8,2.7,7.3,6.8,-1.1,2.8,2013-12-14T08:59,2013-12-14T16:51,28350.41,18310.08,0.20,0.20,1.0,34.7,220
2013-12-15,53,11.6,8.1,10.7,7.8,4.8,6.8,2013-12-15T08:59,2013-12-15T16:51,28307.38,6123.87,1.30,1.30,4.0,32.6,206
2013-12-16,53,12.6,8.1,11.3,9.8,6.5,7.9,2013-12-16T09:00,2013-12-16T16:51,28271.41,305.83,6.00,6.00,16.0,33.5,215
2013-12-17,53,7.9,4.9,6.2,6.1,2.5,3.8,2013-12-17T09:01,2013-12-17T16:52,28242.05,13080.80,5.40,5.40,12.0,11.3,75
2013-12-18,61,9.6,5.1,8.0,6.4,1.4,3.7,2013-12-18T09:02,2013-12-18T16:52,28219.19,9374.79,6.70,6.70,8.0,41.5,191
2013-12-19,61,9.4,4.0,6.0,5.0,-0.3,1.8,2013-12-19T09:02,2013-12-19T16:52,28202.79,22387.00,3.90,3.90,5.0,33.1,227
2013-12-20,3,9.6,1.8,5.4,3.9,-2.9,0.7,2013-12-20T09:03,2013-12-20T16:53,28192.84,22064.90,0.00,0.00,0.0,36.4,220
2013-12-21,61,10.9,9.8,10.1,6.0,3.2,4.8,2013-12-21T09:03,2013-12-21T16:53,28189.32,0.00,7.10,7.10,16.0,37.9,210
2013-12-22,61,8.8,4.3,7.1,4.4,-0.5,2.3,2013-12-22T09:04,2013-12-22T16:54,28192.19,18132.50,2.90,2.90,4.0,30.1,234
2013-12-23,61,11.3,3.8,8.0,5.4,-0.6,2.3,2013-12-23T09:04,2013-12-23T16:54,28201.41,0.00,14.50,14.50,14.0,49.4,199
2013-12-24,63,11.4,5.7,8.5,5.4,1.0,3.0,2013-12-24T09:05,2013-12-24T16:55,28216.95,12439.31,16.20,16.20,13.0,53.6,210
2013-12-25,61,7.1,3.1,4.6,3.6,-1.2,0.9,2013-12-25T09:05,2013-12-25T16:56,28238.75,21668.99,4.20,4.20,3.0,19.8,202
2013-12-26,3,6.8,2.2,4.0,3.3,-0.6,0.7,2013-12-26T09:05,2013-12-26T16:56,28266.77,22066.79,0.00,0.00,0.0,26.8,223
2013-12-27,61,11.1,6.7,8.9,5.7,0.5,2.9,2013-12-27T09:05,2013-12-27T16:57,28300.95,11906.13,6.50,6.50,8.0,44.1,212
2013-12-28,2,7.3,1.2,4.8,3.8,-2.1,1.0,2013-12-28T09:06,2013-12-28T16:58,28341.23,22519.52,0.00,0.00,0.0,18.2,229
2013-12-29,2,6.1,-0.3,2.3,2.4,-4.5,-1.7,2013-12-29T09:06,2013-12-29T16:59,28387.54,22637.61,0.00,0.00,0.0,24.4,235
2013-12-30,61,9.4,5.3,7.8,3.8,1.2,2.5,2013-12-30T09:06,2013-12-30T17:00,28439.83,4636.73,4.60,4.60,9.0,45.6,200
2013-12-31,53,9.6,5.2,7.3,4.9,1.4,3.3,2013-12-31T09:06,2013-12-31T17:01,28498.02,0.00,4.10,4.10,8.0,31.7,187
2014-01-01,61,10.1,6.2,8.0,5.6,1.4,2.8,2014-01-01T09:06,2014-01-01T17:02,28562.02,0.00,11.40,11.40,13.0,40.0,188
2014-01-02,55,9.8,5.4,7.9,5.5,1.4,4.0,2014-01-02T09:06,2014-01-02T17:03,28631.78,22483.90,1.50,1.50,3.0,27.4,211
2014-01-03,55,10.2,6.6,8.3,5.8,0.2,2.6,2014-01-03T09:05,2014-01-03T17:04,28707.20,21768.88,4.30,4.30,7.0,35.9,215
2014-01-04,63,8.6,3.6,7.0,4.9,-0.3,2.6,2014-01-04T09:05,2014-01-04T17:05,28788.20,0.00,18.00,18.00,18.0,33.1,207
2014-01-05,53,10.7,0.7,4.9,5.8,-3.2,0.5,2014-01-05T09:05,2014-01-05T17:06,28874.86,6997.11,0.60,0.60,1.0,34.3,196
2014-01-06,61,12.1,9.4,10.6,7.6,3.5,5.4,2014-01-06T09:05,2014-01-06T17:07,28968.13,21241.01,5.40,5.40,10.0,35.2,213
2014-01-07,53,10.6,8.9,9.5,6.0,3.4,4.4,2014-01-07T09:04,2014-01-07T17:09,29067.98,18204.96,1.70,1.70,5.0,33.9,215
2014-01-08,53,10.9,6.8,8.6,7.7,2.5,5.0,2014-01-08T09:04,2014-01-08T17:10,29174.15,19701.77,1.50,1.50,4.0,22.7,207
2014-01-09,51,11.3,4.2,8.4,7.7,0.3,3.9,2014-01-09T09:03,2014-01-09T17:11,29286.37,14568.57,0.90,0.90,5.0,34.5,239
2014-01-10,3,9.0,1.9,5.2,5.3,-1.7,1.6,2014-01-10T09:02,2014-01-10T17:13,29404.37,17463.31,0.00,0.00,0.0,17.6,220
2014-01-11,51,7.4,0.7,5.5,3.9,-2.3,2.1,2014-01-11T09:02,2014-01-11T17:14,29527.89,23475.71,1.00,1.00,5.0,19.4,255
2014-01-12,61,8.4,-2.2,3.3,4.4,-5.7,-0.7,2014-01-12T09:01,2014-01-12T17:16,29656.68,0.00,2.00,2.00,2.0,22.6,154
2014-01-13,53,9.4,4.8,6.6,5.6,1.2,2.7,2014-01-13T09:00,2014-01-13T17:17,29790.47,23098.95,2.20,2.20,6.0,25.9,208
2014-01-14,53,5.5,2.0,3.9,2.0,-1.7,0.4,2014-01-14T09:00,2014-01-14T17:19,29929.00,23957.02,1.70,1.70,6.0,16.3,246
2014-01-15,61,9.9,5.7,8.7,6.7,1.4,5.2,2014-01-15T08:59,2014-01-15T17:20,30072.03,0.00,7.70,7.70,11.0,23.0,200
2014-01-16,53,9.6,6.8,7.9,5.7,2.2,3.9,2014-01-16T08:58,2014-01-16T17:22,30219.31,22938.72,3.10,3.10,11.0,25.9,192
2014-01-17,3,9.1,5.6,7.2,4.7,1.9,3.0,2014-01-17T08:57,2014-01-17T17:23,30370.58,24262.10,0.00,0.00,0.0,25.8,202
2014-01-18,53,9.0,5.4,7.5,5.0,2.3,3.6,2014-01-18T08:56,2014-01-18T17:25,30525.61,19381.53,2.00,2.00,7.0,23.0,156
2014-01-19,51,7.4,1.0,5.5,4.4,-2.1,2.6,2014-01-19T08:55,2014-01-19T17:27,30684.15,19466.61,0.60,0.60,2.0,19.4,191
2014-01-20,3,8.2,0.3,3.3,6.6,-3.0,0.8,2014-01-20T08:54,2014-01-20T17:28,30845.99,23188.70,0.00,0.00,0.0,8.4,204
2014-01-21,3,7.2,1.7,4.1,3.5,-1.1,1.0,2014-01-21T08:53,2014-01-21T17:30,31010.88,21465.51,0.00,0.00,0.0,22.1,169
2014-01-22,61,9.0,4.2,6.6,6.4,0.8,3.5,2014-01-22T08:52,2014-01-22T17:32,31178.61,17676.84,5.60,5.60,7.0,22.9,192
2014-01-23,55,6.6,0.6,3.5,2.4,-3.2,-0.5,2014-01-23T08:51,2014-01-23T17:33,31348.96,19909.35,2.60,2.60,6.0,24.5,272
2014-01-24,55,6.6,0.1,3.7,3.1,-3.3,0.3,2014-01-24T08:49,2014-01-24T17:35,31521.71,0.00,3.70,3.70,4.0,18.7,174
2014-01-25,61,10.9,4.8,7.5,7.4,-1.2,3.6,2014-01-25T08:48,2014-01-25T17:37,31696.95,21719.85,4.40,4.40,5.0,43.8,248
2014-01-26,61,8.6,1.4,4.8,4.3,-2.5,-0.1,2014-01-26T08:47,2014-01-26T17:38,31876.50,0.00,4.90,4.90,7.0,33.1,233
2014-01-27,71,7.2,1.2,3.7,1.7,-4.1,-1.3,2014-01-27T08:46,2014-01-27T17:40,32060.47,24459.34,0.20,0.10,1.0,28.7,237
2014-01-28,51,7.8,3.7,5.4,3.5,-0.8,1.2,2014-01-28T08:44,2014-01-28T17:42,32248.55,17625.55,0.40,0.40,3.0,22.8,188
2014-01-29,53,4.8,2.9,4.0,1.0,-1.1,0.1,2014-01-29T08:43,2014-01-29T17:44,32440.44,0.00,11.80,11.80,24.0,19.5,96
2014-01-30,53,6.3,2.6,4.2,4.3,-0.4,1.4,2014-01-30T08:41,2014-01-30T17:45,32635.85,3018.44,3.10,3.10,13.0,15.4,59
2014-01-31,61,7.8,0.1,3.9,2.6,-2.5,-0.5,2014-01-31T08:40,2014-01-31T17:47,32834.50,0.00,6.80,6.80,10.0,34.6,176
2014-02-01,63,8.6,4.0,6.5,4.6,-0.9,1.0,2014-02-01T08:38,2014-02-01T17:49,33036.09,28096.33,6.00,6.00,5.0,34.7,213
2014-02-02,3,8.8,4.3,6.1,4.2,-0.2,1.5,2014-02-02T08:37,2014-02-02T17:51,33240.38,28391.87,0.00,0.00,0.0,31.6,219
2014-02-03,3,7.8,4.3,5.4,2.7,-0.5,0.8,2014-02-03T08:35,2014-02-03T17:53,33447.09,28034.58,0.00,0.00,0.0,29.3,147
2014-02-04,53,7.5,4.0,6.0,2.5,-0.4,1.1,2014-02-04T08:33,2014-02-04T17:55,33655.96,28681.25,2.50,2.50,9.0,34.3,174
2014-02-05,61,8.4,4.9,7.0,2.4,-1.7,0.4,2014-02-05T08:32,2014-02-05T17:56,33866.75,14797.51,11.60,11.60,12.0,46.5,188
2014-02-06,61,10.1,5.6,7.2,6.9,0.2,2.5,2014-02-06T08:30,2014-02-06T17:58,34079.22,0.00,11.00,11.00,13.0,31.8,201
2014-02-07,61,9.8,2.7,6.9,6.4,-2.6,2.4,2014-02-07T08:28,2014-02-07T18:00,34293.13,21573.81,8.40,8.40,13.0,30.7,232
2014-02-08,61,8.5,5.9,7.1,3.3,-1.4,0.8,2014-02-08T08:27,2014-02-08T18:02,34508.24,29868.57,6.20,6.20,11.0,39.3,203
2014-02-09,51,7.9,3.3,5.8,1.3,-2.4,-0.6,2014-02-09T08:25,2014-02-09T18:04,34724.34,27793.81,0.90,0.90,4.0,38.0,227
2014-02-10,53,8.0,2.2,4.6,5.1,-0.7,1.4,2014-02-10T08:23,2014-02-10T18:06,34941.21,22702.13,1.80,1.80,7.0,18.4,227
2014-02-11,61,6.5,2.1,4.6,1.7,-2.1,-0.5,2014-02-11T08:21,2014-02-11T18:07,35158.63,12768.14,5.20,5.20,7.0,37.9,221
2014-02-12,63,7.7,2.0,4.9,0.9,-3.1,-1.2,2014-02-12T08:19,2014-02-12T18:09,35376.41,4459.62,8.10,8.10,9.0,47.2,210
2014-02-13,51,7.4,3.0,4.7,1.5,-2.3,-0.7,2014-02-13T08:18,2014-02-13T18:11,35594.32,24729.94,0.10,0.10,1.0,30.2,238
2014-02-14,61,10.9,1.4,5.7,4.8,-2.7,0.2,2014-02-14T08:16,2014-02-14T18:13,35812.49,0.00,8.00,8.00,15.0,47.9,185
2014-02-15,53,9.5,4.8,7.9,3.0,-0.5,0.9,2014-02-15T08:14,2014-02-15T18:15,36032.89,28194.01,1.20,1.20,4.0,52.5,227
2014-02-16,2,8.8,1.5,4.6,4.8,-2.6,0.7,2014-02-16T08:12,2014-02-16T18:16,36255.71,31762.13,0.00,0.00,0.0,18.9,234
2014-02-17,51,9.8,2.0,6.4,5.2,-1.1,2.5,2014-02-17T08:10,2014-02-17T18:18,36480.73,12903.99,0.90,0.90,3.0,24.9,177
2014-02-18,61,10.6,5.2,7.7,7.8,2.3,4.7,2014-02-18T08:08,2014-02-18T18:20,36707.73,30422.47,3.70,3.70,9.0,22.0,200
2014-02-19,3,9.4,3.0,6.6,6.6,-0.4,3.5,2014-02-19T08:06,2014-02-19T18:22,36936.50,4163.78,0.00,0.00,0.0,17.0,235
2014-02-20,55,10.8,5.1,9.0,7.5,1.7,5.2,2014-02-20T08:04,2014-02-20T18:24,37166.82,12890.00,3.10,3.10,5.0,26.6,208
2014-02-21,3,9.1,2.4,5.6,3.1,-1.9,0.9,2014-02-21T08:02,2014-02-21T18:25,37398.49,33301.95,0.00,0.00,0.0,29.9,230
2014-02-22,3,10.4,3.6,6.7,5.7,-0.7,2.2,2014-02-22T08:00,2014-02-22T18:27,37631.32,33190.87,0.00,0.00,0.0,22.5,229
2014-02-23,51,11.2,7.2,9.5,5.9,2.3,4.4,2014-02-23T07:58,2014-02-23T18:29,37865.10,21849.84,0.60,0.60,4.0,35.1,198
2014-02-24,3,12.1,6.7,9.3,7.9,2.8,5.0,2014-02-24T07:56,2014-02-24T18:31,38099.64,28232.01,0.00,0.00,0.0,28.1,188
2014-02-25,55,10.2,5.7,8.3,5.7,2.1,4.0,2014-02-25T07:54,2014-02-25T18:33,38334.78,28486.63,5.80,5.80,13.0,29.8,199
2014-02-26,2,10.3,2.6,6.2,5.6,-1.0,2.4,2014-02-26T07:51,2014-02-26T18:34,38570.31,34450.89,0.00,0.00,0.0,20.0,222
2014-02-27,55,10.1,3.0,6.9,5.2,-0.3,2.3,2014-02-27T07:49,2014-02-27T18:36,38806.06,28512.68,4.80,4.80,6.0,31.3,221
2014-02-28,55,5.8,1.7,4.2,2.4,-1.8,0.5,2014-02-28T07:47,2014-02-28T18:38,39041.86,2445.08,9.80,9.80,18.0,17.7,65
